Name,Type,min_power,max_power,min_frequency,max_frequency,Link
Автоакустика KENWOOD KFC-S1066,коаксиальная АС,21 Вт,220 Вт,50 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/kenwood/KENWOOD_KFC_S1066-3221621.html
Автоакустика УРАЛ Patriot 10,сабвуфер,1 200 Вт,2 400 Вт,None,None,https://auto.1k.by/digital-caracoustics/ural/YRAL_Patriot_10-3928801.html
Автоакустика Pioneer TS-F1034R,коаксиальная АС,20 Вт,150 Вт,45 Гц,18 000 Гц,https://auto.1k.by/digital-caracoustics/pioneer/Pioneer_TS_F1034R-898543.html
Автоакустика УРАЛ AK-74.C,компонентная АС,210 Вт,None,45 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/ural/YRAL_AK_74C-907103.html
Автоакустика JVC CS-J620,коаксиальная АС,30 Вт,300 Вт,35 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/jvc/JVC_CS_J620-1200587.html
Автоакустика УРАЛ Bulava 10,сабвуфер,800 Вт,1 600 Вт,None,None,https://auto.1k.by/digital-caracoustics/ural/YRAL_Bulava_10-2635435.html
Автоакустика KENWOOD KFC-S6976EX,коаксиальная АС,80 Вт,500 Вт,44 Гц,18 000 Гц,https://auto.1k.by/digital-caracoustics/kenwood/KENWOOD_KFC_S6976EX-3161683.html
Автоакустика JBL Club 620F,коаксиальная АС,55 Вт,165 Вт,55 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/jbl/JBL_Club_620F-4151573.html
Автоакустика EDGE EDB6-E1,коаксиальная АС,60 Вт,120 Вт,65 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDB6_E1-4703753.html
Автоакустика EDGE EDUPRO8-E3,среднечастотная АС,450 Вт,900 Вт,80 Гц,9 500 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDUPRO8_E3-4857327.html
Автоакустика Kenwood KFC-PS6996EX,коаксиальная АС,160 Вт,700 Вт,55 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/kenwood/Kenwood_KFC_PS6996EX-4965304.html
Автоакустика AMP Pro X 6.5 v3,компонентная АС,125 Вт,None,44 Гц,25 000 Гц,https://auto.1k.by/digital-caracoustics/amp/AMP_Pro_X_65_v3-5126511.html
Автоакустика Mystery MJ 1T,твитер,120 Вт,None,3 500 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/mystery/Mystery_MJ_1T-171105.html
Автоакустика УРАЛ AS-D1741,коаксиальная АС,190 Вт,None,55 Гц,23 000 Гц,https://auto.1k.by/digital-caracoustics/ural/YRAL_AS_D1741-171660.html
Автоакустика Mystery MJ 420,коаксиальная АС,35 Вт,120 Вт,80 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/mystery/Mystery_MJ_420-172084.html
Автоакустика Alpine SXE-69C2,коаксиальная АС,45 Вт,280 Вт,40 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/alpine/Alpine_SXE_69C2-205481.html
Автоакустика Pioneer TS-MR1640,коаксиальная АС,30 Вт,160 Вт,30 Гц,30 000 Гц,https://auto.1k.by/digital-caracoustics/pioneer/Pioneer_TS_MR1640-212361.html
Автоакустика Morel TW1,твитер,120 Вт,250 Вт,2 000 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/morel/Morel_TW1-238171.html
Автоакустика Phantom TS-5423,коаксиальная АС,40 Вт,100 Вт,60 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/phantom/Phantom_TS_5423-290543.html
Автоакустика Helix E 250V,сабвуфер,300 Вт,450 Вт,None,None,https://auto.1k.by/digital-caracoustics/helix/Helix_E_250V-357324.html
Автоакустика Calcell CP-653,коаксиальная АС,180 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/calcell/Calcell_CP_653-382070.html
Автоакустика Morel MAXIMO-6,компонентная АС,90 Вт,180 Вт,50 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/morel/Morel_MAXIMO_6-409853.html
Автоакустика Alpine SWE-1044E,сабвуфер,150 Вт,500 Вт,33 Гц,800 Гц,https://auto.1k.by/digital-caracoustics/alpine/Alpine_SWE_1044E-565019.html
Автоакустика Alpine SWE-1244E,сабвуфер,200 Вт,650 Вт,30 Гц,500 Гц,https://auto.1k.by/digital-caracoustics/alpine/Alpine_SWE_1244E-565020.html
Автоакустика Alpine SWG-844,сабвуфер,120 Вт,400 Вт,34 Гц,1 500 Гц,https://auto.1k.by/digital-caracoustics/alpine/Alpine_SWG_844-565024.html
Автоакустика Calcell CB-504,коаксиальная АС,40 Вт,150 Вт,80 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/calcell/Calcell_CB_504-565119.html
Автоакустика Calcell CB-654,коаксиальная АС,60 Вт,190 Вт,65 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/calcell/Calcell_CB_654-565120.html
Автоакустика Alpine SBE-1044BR,сабвуфер,150 Вт,500 Вт,None,None,https://auto.1k.by/digital-caracoustics/alpine/Alpine_SBE_1044BR-714851.html
Автоакустика Alpine SWE-815,сабвуфер,100 Вт,300 Вт,34 Гц,1 500 Гц,https://auto.1k.by/digital-caracoustics/alpine/Alpine_SWE_815-721623.html
Автоакустика Alpine SWT-12S4,сабвуфер,300 Вт,1 000 Вт,28 Гц,200 Гц,https://auto.1k.by/digital-caracoustics/alpine/Alpine_SWT_12S4-1227411.html
Автоакустика Ground Zero GZIF 52X,коаксиальная АС,70 Вт,110 Вт,60 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/groundzero/Ground_Zero_GZIF_52X-2508443.html
Автоакустика ORIS Electronics JB-502,коаксиальная АС,50 Вт,80 Вт,70 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/oris/ORIS_Electronics_JB_502-2544789.html
Автоакустика ACV BTA-8,сабвуфер,76 Вт,450 Вт,44 Гц,3 000 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_BTA_8-2783619.html
Автоакустика ACV TWN-13,твитер,45 Вт,90 Вт,3 500 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_TWN_13-2792365.html
Автоакустика Challenger OPUS SD300FA,сабвуфер,250 Вт,500 Вт,None,None,https://auto.1k.by/digital-caracoustics/challenger/Challenger_OPUS_SD300FA-3134003.html
Автоакустика MTX TR-65C,коаксиальная АС,65 Вт,260 Вт,48 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/mtx/MTX_TR_65C-3183049.html
Автоакустика Infinity REF9633IX,коаксиальная АС,100 Вт,300 Вт,46 Гц,30 000 Гц,https://auto.1k.by/digital-caracoustics/infinity/Infinity_REF9633IX-3246241.html
Автоакустика Урал Molot 10,сабвуфер,300 Вт,600 Вт,None,None,https://auto.1k.by/digital-caracoustics/ural/Yral_Molot_10-3254583.html
Автоакустика ACV PB-522,коаксиальная АС,50 Вт,120 Вт,75 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_PB_522-3418769.html
Автоакустика ORIS Electronics JB-65S,компонентная АС,50 Вт,100 Вт,65 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/oris/ORIS_Electronics_JB_65S-3444047.html
Автоакустика JBL GX628,коаксиальная АС,60 Вт,180 Вт,50 Гц,21 000 Гц,https://auto.1k.by/digital-caracoustics/jbl/JBL_GX628-3532423.html
Автоакустика JBL GX528,коаксиальная АС,45 Вт,135 Вт,65 Гц,21 000 Гц,https://auto.1k.by/digital-caracoustics/jbl/JBL_GX528-3532425.html
Автоакустика ORIS Electronics JB-T28,твитер,30 Вт,50 Вт,2 000 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/oris/ORIS_Electronics_JB_T28-3532787.html
Автоакустика JBL GX608C,компонентная АС,70 Вт,210 Вт,50 Гц,21 000 Гц,https://auto.1k.by/digital-caracoustics/jbl/JBL_GX608C-3654159.html
Автоакустика ORIS Electronics JB-T30,твитер,30 Вт,50 Вт,2 000 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/oris/ORIS_Electronics_JB_T30-3725203.html
Автоакустика УРАЛ AS-M69 Molot,широкополосная АС,100 Вт,200 Вт,70 Гц,12 000 Гц,https://auto.1k.by/digital-caracoustics/ural/YRAL_AS_M69_Molot-3928819.html
Автоакустика ACV PD-521,широкополосная АС,50 Вт,120 Вт,100 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_PD_521-3945305.html
Автоакустика Vibe DB4-V4,коаксиальная АС,20 Вт,60 Вт,100 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/vibe/Vibe_DB4_V4-4151565.html
Автоакустика SWAT SP-B6.2,компонентная АС,60 Вт,250 Вт,40 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/swat/SWAT_SP_B62-4210509.html
Автоакустика Урал AK-25,твитер,45 Вт,90 Вт,3 200 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/ural/Yral_AK_25-4211977.html
Автоакустика Skylor CLS-1624,коаксиальная АС,30 Вт,120 Вт,65 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/skylor/Skylor_CLS_1624-4261385.html
Автоакустика Skylor TW-T25K,твитер,10 Вт,120 Вт,2 000 Гц,24 000 Гц,https://auto.1k.by/digital-caracoustics/skylor/Skylor_TW_T25K-4261495.html
Автоакустика Skylor CLS-1324,коаксиальная АС,30 Вт,100 Вт,80 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/skylor/Skylor_CLS_1324-4261497.html
Автоакустика Skylor BS-1604,коаксиальная АС,25 Вт,180 Вт,70 Гц,18 000 Гц,https://auto.1k.by/digital-caracoustics/skylor/Skylor_BS_1604-4284001.html
Автоакустика Skylor BS-1304,коаксиальная АС,20 Вт,140 Вт,80 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/skylor/Skylor_BS_1304-4284003.html
Автоакустика SWAT MAS-80Pro,среднечастотная АС,100 Вт,200 Вт,110 Гц,7 000 Гц,https://auto.1k.by/digital-caracoustics/swat/SWAT_MAS_80Pro-4512026.html
Автоакустика SWAT HLG-80Pro,мидбас,180 Вт,360 Вт,110 Гц,12 500 Гц,https://auto.1k.by/digital-caracoustics/swat/SWAT_HLG_80Pro-4547068.html
Автоакустика Nakamichi NSE1058,коаксиальная АС,40 Вт,260 Вт,109 Гц,19 500 Гц,https://auto.1k.by/digital-caracoustics/nakamichi/Nakamichi_NSE1058-4547115.html
Автоакустика AURA Storm-422,коаксиальная АС,51 Вт,101 Вт,100 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/AURA_Storm_422-4547190.html
Автоакустика ACV PI-522E,коаксиальная АС,50 Вт,120 Вт,75 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_PI_522E-4547195.html
Автоакустика ACV PG-623S,коаксиальная АС,60 Вт,180 Вт,70 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_PG_623S-4547197.html
Автоакустика ACV PG-422S,коаксиальная АС,30 Вт,90 Вт,80 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_PG_422S-4547198.html
Автоакустика AMP MASS FR52,широкополосная АС,40 Вт,80 Вт,140 Гц,15 000 Гц,https://auto.1k.by/digital-caracoustics/amp/AMP_MASS_FR52-4555540.html
Автоакустика EDGE EDBXPRO38T-E0,твитер,75 Вт,150 Вт,2 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDBXPRO38T_E0-4557440.html
Автоакустика Nakamichi NBS210A,сабвуфер,100 Вт,1 000 Вт,20 Гц,500 Гц,https://auto.1k.by/digital-caracoustics/nakamichi/Nakamichi_NBS210A-4562360.html
Автоакустика AMP MASS FR65,широкополосная АС,80 Вт,160 Вт,130 Гц,13 500 Гц,https://auto.1k.by/digital-caracoustics/amp/AMP_MASS_FR65-4588612.html
Автоакустика Урал Симфония 15,сабвуфер,500 Вт,None,25 Гц,150 Гц,https://auto.1k.by/digital-caracoustics/ural/Yral_Simfoniya_15-4621005.html
Автоакустика DL Audio Grypfon Pro 200 Midbass,мидбас,140 Вт,None,60 Гц,10 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Grypfon_Pro_200_Midbass-4637103.html
Автоакустика AMP LA504,коаксиальная АС,30 Вт,140 Вт,70 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/amp/AMP_LA504-4638065.html
Автоакустика DL Audio Barracuda 130,среднечастотная АС,50 Вт,None,150 Гц,11 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Barracuda_130-4641589.html
Автоакустика AMP LB503,коаксиальная АС,30 Вт,140 Вт,70 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/amp/AMP_LB503-4652631.html
Автоакустика Morel Maximo Ultra 502 Coax MKII,коаксиальная АС,70 Вт,140 Вт,55 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/morel/Morel_Maximo_Ultra_502_Coax_MKII-4656886.html
Автоакустика ACV PG-522S,коаксиальная АС,50 Вт,120 Вт,75 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_PG_522S-4659712.html
Автоакустика ACV PI-422E,коаксиальная АС,30 Вт,60 Вт,80 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/acv/ACV_PI_422E-4668259.html
Автоакустика Phantom MS 100,коаксиальная АС,30 Вт,60 Вт,95 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/phantom/Phantom_MS_100-4668386.html
Автоакустика Phantom MS 693,коаксиальная АС,100 Вт,200 Вт,50 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/phantom/Phantom_MS_693-4685754.html
Автоакустика Swat Sabotage SBT-12 v.3,сабвуфер,800 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/swat/Swat_Sabotage_SBT_12_v3-4693064.html
Автоакустика Swat Sabotage SBT-15 v.3,сабвуфер,800 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/swat/Swat_Sabotage_SBT_15_v3-4693065.html
Автоакустика EDGE EDS1SPLTN-E1,твитер,120 Вт,240 Вт,1 200 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDS1SPLTN_E1-4703750.html
Автоакустика EDGE EDBX10A-E0,сабвуфер,180 Вт,360 Вт,None,None,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDBX10A_E0-4703757.html
Автоакустика EDGE EDBPRO37T-E0,твитер,75 Вт,150 Вт,2 000 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDBPRO37T_E0-4704730.html
Автоакустика EDGE EDB15D2-E0,сабвуфер,750 Вт,1 500 Вт,20 Гц,450 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDB15D2_E0-4704735.html
Автоакустика EDGE EDBX15D2-E0,сабвуфер,900 Вт,1 800 Вт,None,None,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDBX15D2_E0-4705237.html
Автоакустика Aura Venom-80,широкополосная АС,141 Вт,241 Вт,80 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Venom_80-4718377.html
Автоакустика EDGE EDBPRO36T-E1,твитер,80 Вт,160 Вт,2 000 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDBPRO36T_E1-4718832.html
Автоакустика Nakamichi NBX251A,сабвуфер,150 Вт,1 000 Вт,40 Гц,300 Гц,https://auto.1k.by/digital-caracoustics/nakamichi/Nakamichi_NBX251A-4718833.html
Автоакустика EDGE EDBX6-E1,коаксиальная АС,90 Вт,180 Вт,65 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDBX6_E1-4719874.html
Автоакустика Soundking FB1503H,сабвуфер,350 Вт,None,40 Гц,4 500 Гц,https://auto.1k.by/digital-caracoustics/soundking/Soundking_FB1503H-4730318.html
Автоакустика Alpine R2-S69C,компонентная АС,100 Вт,300 Вт,60 Гц,40 000 Гц,https://auto.1k.by/digital-caracoustics/alpine/Alpine_R2_S69C-4730430.html
Автоакустика JBL Club 8622F,коаксиальная АС,60 Вт,180 Вт,65 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/jbl/JBL_Club_8622F-4733318.html
Автоакустика VIBE audio SLICKPRO37T-V0,твитер,75 Вт,225 Вт,2 000 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/vibe/VIBE_audio_SLICKPRO37T_V0-4737693.html
Автоакустика Prology CX-165,коаксиальная АС,140 Вт,None,80 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/prology/Prology_CX_165-4739186.html
Автоакустика Pioneer TS-G1610F-2,коаксиальная АС,40 Вт,280 Вт,37 Гц,16 000 Гц,https://auto.1k.by/digital-caracoustics/pioneer/Pioneer_TS_G1610F_2-4783574.html
Автоакустика Aura INDIGO-CL6C,компонентная АС,51 Вт,101 Вт,40 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_INDIGO_CL6C-4817518.html
Автоакустика Aura Fireball-690,среднечастотная АС,71 Вт,121 Вт,50 Гц,15 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Fireball_690-4855507.html
Автоакустика Aura Fireball-80,среднечастотная АС,71 Вт,121 Вт,60 Гц,15 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Fireball_80-4855508.html
Автоакустика Aura Fireball-i42,коаксиальная АС,41 Вт,91 Вт,115 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Fireball_i42-4855509.html
Автоакустика Aura Fireball-i62,коаксиальная АС,61 Вт,121 Вт,80 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Fireball_i62-4855511.html
Автоакустика VIBE audio BLACKAIRPRO6M-V0,среднечастотная АС,160 Вт,480 Вт,80 Гц,10 500 Гц,https://auto.1k.by/digital-caracoustics/vibe/VIBE_audio_BLACKAIRPRO6M_V0-4857330.html
Автоакустика Swat MAS -10SB Slim,сабвуфер,300 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/swat/Swat_MAS__10SB_Slim-4857331.html
Автоакустика Ground Zero GZTF 6.5X,коаксиальная АС,90 Вт,130 Вт,50 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/groundzero/Ground_Zero_GZTF_65X-4898037.html
Автоакустика AMP Beat 653,коаксиальная АС,50 Вт,100 Вт,65 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/amp/AMP_Beat_653-4939725.html
Автоакустика Aura Indigo-CL6-TW,твитер,41 Вт,81 Вт,2 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Indigo_CL6_TW-4939732.html
Автоакустика Aura Indigo-6TYC,компонентная АС,51 Вт,101 Вт,40 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/aura/Aura_Indigo_6TYC-4939736.html
Автоакустика Ground Zero GZFF 5.2,коаксиальная АС,70 Вт,110 Вт,60 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/groundzero/Ground_Zero_GZFF_52-4945564.html
Автоакустика KICX SA 134,коаксиальная АС,40 Вт,80 Вт,90 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/kicx/KICX_SA_134-4948855.html
Автоакустика Aspect WLS-6MW,мидбас,60 Вт,180 Вт,42 Гц,7 000 Гц,https://auto.1k.by/digital-caracoustics/aspect/Aspect_WLS_6MW-4957112.html
Автоакустика DL Audio Barracuda 100,среднечастотная АС,45 Вт,None,125 Гц,14 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Barracuda_100-4960697.html
Автоакустика EDGE EDBPRO6-E3,среднечастотная АС,150 Вт,300 Вт,150 Гц,10 000 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDBPRO6_E3-4968388.html
Автоакустика Swat SP-H5V2,широкополосная АС,50 Вт,220 Вт,100 Гц,16 000 Гц,https://auto.1k.by/digital-caracoustics/swat/Swat_SP_H5V2-4971600.html
Автоакустика DL Audio Piranha 12 V.2,сабвуфер,300 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Piranha_12_V2-4990889.html
Автоакустика Morel Maximo ultra 602he mkii,компонентная АС,90 Вт,180 Вт,60 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/morel/Morel_Maximo_ultra_602he_mkii-5004078.html
Автоакустика DL Audio Gryphon Pro 69 Midbass,мидбас,150 Вт,None,55 Гц,10 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Gryphon_Pro_69_Midbass-5013947.html
Автоакустика KICX Sound Civilization MS-TW25,твитер,25 Вт,50 Вт,1 300 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/kicx/KICX_Sound_Civilization_MS_TW25-5013951.html
Автоакустика Pioneer TS-A1678S,коаксиальная АС,50 Вт,80 Вт,33 Гц,58 000 Гц,https://auto.1k.by/digital-caracoustics/pioneer/Pioneer_TS_A1678S-5014379.html
Автоакустика Tonemix ATK-6MW,мидбас,80 Вт,None,55 Гц,6 000 Гц,https://auto.1k.by/digital-caracoustics/tonemix/Tonemix_ATK_6MW-5037187.html
Автоакустика DL Audio Barracuda 165 SE,среднечастотная АС,60 Вт,None,100 Гц,12 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Barracuda_165_SE-5044989.html
Автоакустика DL Audio Piranha 57 v2,среднечастотная АС,60 Вт,None,95 Гц,12 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Piranha_57_v2-5044991.html
Автоакустика KICX SA 165,коаксиальная АС,80 Вт,150 Вт,60 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/kicx/KICX_SA_165-5044994.html
Автоакустика Skylor E5,коаксиальная АС,40 Вт,200 Вт,None,None,https://auto.1k.by/digital-caracoustics/skylor/Skylor_E5-5054207.html
Автоакустика Skylor E6,коаксиальная АС,50 Вт,250 Вт,60 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/skylor/Skylor_E6-5054208.html
Автоакустика Skylor E6C,компонентная АС,50 Вт,250 Вт,60 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/skylor/Skylor_E6C-5054209.html
Автоакустика Skylor R6C,компонентная АС,50 Вт,300 Вт,60 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/skylor/Skylor_R6C-5054210.html
Автоакустика EDGE EDP122SPL-E3,сабвуфер,1 500 Вт,4 500 Вт,25 Гц,850 Гц,https://auto.1k.by/digital-caracoustics/edge/EDGE_EDP122SPL_E3-5055477.html
Автоакустика VIBE audio SLICK12D2-V3,сабвуфер,500 Вт,1 500 Вт,25 Гц,850 Гц,https://auto.1k.by/digital-caracoustics/vibe/VIBE_audio_SLICK12D2_V3-5055478.html
Автоакустика Kenwood KFC-S1666,коаксиальная АС,30 Вт,300 Вт,40 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/kenwood/Kenwood_KFC_S1666-5055484.html
Автоакустика VIBE audio PULSE6C-V3,компонентная АС,60 Вт,180 Вт,65 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/vibe/VIBE_audio_PULSE6C_V3-5055486.html
Автоакустика Oris Element Type Integration,компонентная АС,30 Вт,100 Вт,50 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/oris/Oris_Element_Type_Integration-5055489.html
Автоакустика Oris Uppercut UP1-10,сабвуфер,600 Вт,1 200 Вт,None,None,https://auto.1k.by/digital-caracoustics/oris/Oris_Uppercut_UP1_10-5055490.html
Автоакустика Skylor SW-BS10V3,сабвуфер,450 Вт,900 Вт,None,None,https://auto.1k.by/digital-caracoustics/skylor/Skylor_SW_BS10V3-5055493.html
Автоакустика Aspect TLW-15d2,сабвуфер,1 000 Вт,2 000 Вт,None,None,https://auto.1k.by/digital-caracoustics/aspect/Aspect_TLW_15d2-5056573.html
Автоакустика Aspect TLW-12d2,сабвуфер,1 000 Вт,2 000 Вт,None,None,https://auto.1k.by/digital-caracoustics/aspect/Aspect_TLW_12d2-5056576.html
Автоакустика Rainbow EL-C260S,компонентная АС,50 Вт,100 Вт,60 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/rainbow/Rainbow_EL_C260S-5059763.html
Автоакустика Rainbow EL-X165S,коаксиальная АС,50 Вт,100 Вт,60 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/rainbow/Rainbow_EL_X165S-5059764.html
Автоакустика VIBE audio PULSE10D2-V3,сабвуфер,350 Вт,1 050 Вт,30 Гц,1 000 Гц,https://auto.1k.by/digital-caracoustics/vibe/VIBE_audio_PULSE10D2_V3-5061285.html
Автоакустика Deaf Bonce Machete Fight 60 MIDBASS,мидбас,170 Вт,340 Вт,65 Гц,12 000 Гц,https://auto.1k.by/digital-caracoustics/deafbonce/Deaf_Bonce_Machete_Fight_60_MIDBASS-5077107.html
Автоакустика Swat SP-H6v2,широкополосная АС,60 Вт,250 Вт,80 Гц,16 000 Гц,https://auto.1k.by/digital-caracoustics/swat/Swat_SP_H6v2-5077110.html
Автоакустика Swat GLK-P15D2,сабвуфер,1 700 Вт,2 500 Вт,None,None,https://auto.1k.by/digital-caracoustics/swat/Swat_GLK_P15D2-5084241.html
Автоакустика Pioneer TS-A1371F,коаксиальная АС,50 Вт,300 Вт,44 Гц,52 000 Гц,https://auto.1k.by/digital-caracoustics/pioneer/Pioneer_TS_A1371F-5092764.html
Автоакустика Skylor EVO5,коаксиальная АС,30 Вт,120 Вт,55 Гц,25 000 Гц,https://auto.1k.by/digital-caracoustics/skylor/Skylor_EVO5-5096526.html
Автоакустика Skylor TW-T20M,твитер,25 Вт,100 Вт,2 000 Гц,20 000 Гц,https://auto.1k.by/digital-caracoustics/skylor/Skylor_TW_T20M-5096528.html
Автоакустика Aspect GLW-12d2 FLAT,сабвуфер,500 Вт,100 Вт,None,None,https://auto.1k.by/digital-caracoustics/aspect/Aspect_GLW_12d2_FLAT-5098830.html
Автоакустика Aspect GLW-8d2 FLAT,сабвуфер,300 Вт,600 Вт,None,None,https://auto.1k.by/digital-caracoustics/aspect/Aspect_GLW_8d2_FLAT-5098831.html
Автоакустика ESB Audio 3.UMA,компонентная АС,60 Вт,120 Вт,130 Гц,25 000 Гц,https://auto.1k.by/digital-caracoustics/esb/ESB_Audio_3UMA-5106363.html
Автоакустика Morel Tempo Ultra 602 MKII,компонентная АС,130 Вт,250 Вт,55 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/morel/Morel_Tempo_Ultra_602_MKII-5106365.html
Автоакустика DL Audio Raven 18,сабвуфер,800 Вт,None,None,None,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Raven_18-5106372.html
Автоакустика DL Audio Raven Easy Install Neo Tweeter V.2,твитер,40 Вт,None,2 000 Гц,21 000 Гц,https://auto.1k.by/digital-caracoustics/dlaudio/DL_Audio_Raven_Easy_Install_Neo_Tweeter_V2-5106379.html
Автоакустика BLAM L165A,компонентная АС,70 Вт,140 Вт,55 Гц,25 000 Гц,https://auto.1k.by/digital-caracoustics/blam/BLAM_L165A-5110871.html
Автоакустика VIBE audio BA3M-V4,среднечастотная АС,60 Вт,180 Вт,125 Гц,12 000 Гц,https://auto.1k.by/digital-caracoustics/vibe/VIBE_audio_BA3M_V4-5110872.html
Автоакустика Hellion Symphony 3.0,твитер,None,None,None,None,https://auto.1k.by/digital-caracoustics/hellion/Hellion_Symphony_30-5110875.html
Автоакустика KICX QR 693,коаксиальная АС,100 Вт,200 Вт,50 Гц,22 000 Гц,https://auto.1k.by/digital-caracoustics/kicx/KICX_QR_693-5118224.html
